Title,First air date,End date,Rating,Genres,Status,Network,Summary
Monarch: Legacy of Monsters,2023-11-17,2024-01-12,7.4,"[""Action"", ""Adventure"", ""Science-Fiction""]",Running; returning 2025,Apple TV,"After surviving Godzilla's attack on San Francisco, Cate is shaken yet again by a shocking secret. Amid monstrous threats, she embarks on a globetrotting adventure to learn the truth about her family—and the mysterious organization known as Monarch."
Billy the Kid,2022-04-24,2025-10-26,7,"[""Adventure"", ""Crime"", ""Western""]",Running,MGM+,"is based on the life of famous American outlaw Billy the Kid, also known as William H. Bonney -- from his humble Irish roots, to his early days as a cowboy and gunslinger in the American frontier, to his pivotal role in the Lincoln County War and beyond."
The Night Agent,2023-03-23,2025-01-23,7.8,"[""Action"", ""Thriller"", ""Mystery""]",Running; returning 2026,Netflix,"is a sophisticated, character-based, action-thriller centering on a low-level FBI Agent who works in the basement of the White House, manning a phone that never rings — until the night that it does, propelling him into a fast-moving and dangerous conspiracy that ultimately leads…"
Resident Alien,2021-01-27,2025-08-08,7.8,"[""Drama"", ""Comedy"", ""Science-Fiction""]",Ended,USA Network,"is a dark, twisted and comedic fish-out-of-water story that follows a crash-landed alien named Harry who, after taking on the identity of a small-town Colorado doctor, slowly begins to wrestle with the moral dilemma of his secret mission on Earth — ultimately asking the question…"
Yellowstone,2018-06-20,2024-12-15,8.1,"[""Drama"", ""Western""]",Ended,Paramount Network,"follows the Dutton family, led by John Dutton, who controls the largest contiguous ranch in the United States, under constant attack by those it borders — land developers, an Indian reservation, and America's first National Park. It is an intense study of a violent world far fro…"
The Agency: Central Intelligence,2024-11-29,2025-01-24,7.2,"[""Drama"", ""Thriller"", ""Espionage""]",Running; returning 2026,Paramount+,"follows Martian, a covert CIA agent ordered to abandon his undercover life and return to London Station. When the love he left behind reappears, romance reignites. His career, his real identity and his mission are pitted against his heart; hurling them both into a deadly game of…"
Hudson & Rex,2019-03-25,2025-10-27,7.5,"[""Drama"", ""Action"", ""Crime""]",Running,Citytv,"Detective Charlie Hudson, a cunning Major Crimes detective for the St. John's Police Department, teams up with an unusual partner – Rex, a former-K9 German Shepherd, whose heightened senses keep Charlie hot on the trail of his suspects. Together, they investigate puzzling crimes…"
Nobody Wants This,2024-09-26,2025-10-23,6.4,"[""Comedy""]",To Be Determined,Netflix,"An agnostic sex podcaster and a rabbi walk into a party. No, it's not the start of a joke — it's the beginning of a love story. And it's complicated."
Shetland,2013-03-10,2024-12-11,8.2,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning 2025,BBC One,The dark side of one of the most beautiful places on earth. Uncovering secrets and lies from the past.
Anne Rice's Talamasca: The Secret Order,2025-10-26,2025-10-26,6.5,"[""Drama"", ""Supernatural""]",Running,AMC+,"focuses on a secretive society called the Talamasca, comprised of the men and women responsible for tracking and containing the witches, vampires, and other creatures scattered around the globe."
Brilliant Minds,2024-09-23,2025-10-27,5.2,"[""Drama"", ""Medical""]",Running,NBC,"Inspired by the extraordinary life and work of world-famous author and physician Oliver Sacks, Brilliant Minds follows a revolutionary, larger-than-life neurologist and his team of interns as they explore the last great frontier - the human mind - while grappling with their own…"
Trigger Point,2022-01-23,2025-10-26,7.3,"[""Drama"", ""Thriller""]",Running; returning 2026,ITVX,"Set in contemporary London, Trigger Point focuses on the Bomb Disposal Squad. Known as ""Expo"", officers risk their lives daily on ‘the long walk' towards danger. Death is always just a heartbeat away."
FBI: Most Wanted,2020-01-07,2025-05-20,6.4,"[""Drama"", ""Crime""]",Ended,CBS,"is a high-stakes drama that focuses on the Fugitive Task Force, which relentlessly tracks and captures the notorious criminals on the Bureau's Most Wanted list. Seasoned agent Jess LaCroix oversees the highly skilled team that functions as a mobile undercover unit that is always…"
The Night Manager,2016-02-21,2016-03-27,8.2,"[""Drama"", ""Thriller"", ""Espionage""]",Running; returning 2025,BBC One,Drama series based on the John le Carré novel. A hotel night manager is recruited by a government agent to infiltrate the inner circle of a ruthless arms dealer.
Arrow,2012-10-10,2020-01-28,7.4,"[""Drama"", ""Action"", ""Science-Fiction""]",Ended,The CW,"After a violent shipwreck, billionaire playboy Oliver Queen was missing and presumed dead for five years before being discovered alive on a remote island in the Pacific. He returned home to Starling City, welcomed by his devoted mother Moira, beloved sister Thea and former flame…"
Murderbot,2025-05-16,2025-07-11,7.3,"[""Comedy"", ""Action"", ""Science-Fiction""]",Running; returning 2026,Apple TV,"Based on Martha Wells' book series The Murderbot Diaries, an action-packed story about self-hacking security android who is horrified by human emotion yet drawn to its vulnerable clients. Murderbot must hide its free will and complete a dangerous assignment when all it really wa…"
Cross,2024-11-14,2024-11-14,6.9,"[""Crime"", ""Thriller"", ""Mystery""]",Running; returning February 2026,Prime Video,"Based on NY Times Bestselling author James Patterson's #1 hero, Cross is a crime thriller that follows the investigations of brilliant forensic psychologist and DC Metro Detective Alex Cross. Together with his best friend and partner Detective John Sampson, Cross delves into the…"
Ted Lasso,2020-08-14,2023-05-31,8.1,"[""Drama"", ""Comedy"", ""Sports""]",Running; returning 2026,Apple TV,centers on an idealistic — and clueless — all-American football coach hired to manage an English football club — despite having no soccer coaching experience at all.
Dexter,2006-10-01,2013-09-22,8.4,"[""Drama"", ""Crime"", ""Mystery""]",Ended,Paramount+ with Showtime,"He's smart, he's good looking, and he's got a great sense of humor. He's Dexter Morgan, everyone's favorite serial killer. As a Miami forensics expert, he spends his days solving crimes, and nights committing them. But Dexter lives by a strict code of honor that is both his savi…"
The Penguin,2024-09-19,2024-11-10,8,"[""Drama"", ""Crime""]",To Be Determined,HBO,"Starring Colin Farrell as Oz Cobb (aka The Penguin), the DC Studios series continues filmmaker Matt Reeves' The Batman epic crime saga that began with Warner Bros. Pictures' global blockbuster The Batman. Developed by showrunner Lauren LeFranc, the series centers on the characte…"
Game of Thrones,2011-04-17,2019-05-19,8.9,"[""Drama"", ""Adventure"", ""Fantasy""]",Ended,HBO,"Based on the bestselling book series A Song of Ice and Fire by George R.R. Martin, this sprawling new HBO drama is set in a world where summers span decades and winters can last a lifetime. From the scheming south and the savage eastern lands, to the frozen north and ancient Wal…"
NCIS: Los Angeles,2009-09-22,2023-05-21,7.9,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"is a drama about the high-stakes world of a division of NCIS that is charged with apprehending dangerous and elusive criminals that pose a threat to the nation's security. By assuming false identities and utilizing the most advanced technology, this team of highly-trained agents…"
Shifting Gears,2025-01-08,2025-10-22,7.5,"[""Comedy""]",Running,ABC,"centers on Matt, a stubborn, widowed owner of a classic car restoration shop. When Matt's estranged daughter and her teenage kids move into his house, the real restoration begins."
Abbott Elementary,2021-12-07,2025-10-22,6.3,"[""Comedy""]",Running,ABC,"In this workplace comedy, a group of dedicated, passionate teachers — and a slightly tone-deaf principal — are brought together in a Philadelphia public school where, despite the odds stacked against them, they are determined to help their students succeed in life. Though these…"
The Sandman,2022-08-05,2025-07-24,7.4,"[""Drama"", ""Fantasy""]",Ended,Netflix,"A rich blend of modern myth and dark fantasy in which contemporary fiction, historical drama and legend are seamlessly interwoven, The Sandman follows the people and places affected by Morpheus, the Dream King, as he mends the cosmic — and human — mistakes he's made during his v…"
Countdown,2025-06-25,2025-09-03,6.5,"[""Crime"", ""Thriller""]",Ended,Prime Video,"When an officer with the Department of Homeland Security is murdered in broad daylight, LAPD detective Mark Meachum is recruited to a secret task force, alongside undercover agents from all branches of law enforcement, to investigate. But the hunt for the killer soon uncovers a…"
S.W.A.T.,2017-11-02,2025-05-16,7.2,"[""Drama"", ""Action"", ""Crime""]",Ended,CBS,"Shemar Moore stars as a locally born and raised S.W.A.T. sergeant newly tasked to run a specialized tactical unit that is the last stop in law enforcement in Los Angeles. Torn between loyalty to where he was raised and allegiance to his brothers in blue, former Marine Daniel ""Ho…"
Friends,1994-09-22,2004-05-06,8.5,"[""Comedy"", ""Romance""]",Ended,NBC,"Six young (20-something) people from New York City (Manhattan), on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life."
The 100,2014-03-19,2020-09-30,7.7,"[""Action"", ""Adventure"", ""Science-Fiction""]",Ended,The CW,"Ninety-seven years ago, nuclear Armageddon decimated planet Earth, destroying civilization. The only survivors were the 400 inhabitants of 12 international space stations that were in orbit at the time. Three generations have been born in space, the survivors now number 4,000, a…"
The Amazing Race,2002-03-11,2025-10-22,6.8,"[""Action"", ""Adventure"", ""Family""]",Running,CBS,"From athletes and actors to tattoo artists, social workers and musicians - a diverse mix of teams will need to utilize their street smarts and savvy know-how to compete in the race of their lifetime."
The Lowdown,2025-09-23,2025-10-21,6.1,"[""Drama"", ""Comedy"", ""Crime""]",Running,FX,"Citizen journalist Lee Raybon is a self-proclaimed Tulsa ""truthstorian"" whose obsession with the truth is always getting him into trouble."
The Institute,2025-07-13,2025-08-24,6.6,"[""Horror"", ""Science-Fiction"", ""Thriller""]",Running; returning 2026,MGM+,"When 12-year-old genius Luke Ellis is kidnapped, he awakens at The Institute, a facility full of children who all got there the same way he did, and who are all possessed of unusual abilities. In a nearby town, haunted former police officer Tim Jamieson has come looking to start…"
Ballard,2025-07-09,2025-07-09,7.1,"[""Drama"", ""Crime""]",Running; returning 2027,Prime Video,"Detective Renée Ballard is tasked with running the LAPD's new cold case division—a poorly funded, all-volunteer unit with the largest case load in the city. Ballard approaches these frozen-in-time cases with empathy and determination. When she uncovers a larger conspiracy during…"
The Rainmaker,2025-08-15,2025-10-17,7.1,"[""Drama"", ""Crime"", ""Legal""]",Running; returning 2026,USA Network,"Fresh out of law school, Rudy Baylor goes head-to-head with courtroom lion Leo Drummond as well as his law school girlfriend. Rudy, along with his boss and her disheveled paralegal, uncover two connected conspiracies surrounding the mysterious death of their client's son."
Doc,2025-01-07,2025-10-21,6.9,"[""Drama"", ""Medical""]",Running,FOX,"centers on the hard-charging, brilliant Dr. Amy Larsen, Chief of Internal and Family Medicine at Westside Hospital in Minneapolis. After a brain injury erases the last eight years of her life, Amy must navigate an unfamiliar world where she has no recollection of patients she's…"
Law & Order: Organized Crime,2021-04-01,2025-06-12,7.5,"[""Drama"", ""Crime""]",To Be Determined,Peacock,"In the nation's largest city, the vicious and violent members of the underworld are hunted by the detectives of the Organized Crime Control Bureau. These are their stories."
Lucifer,2016-01-25,2021-09-10,8.3,"[""Drama"", ""Crime"", ""Supernatural""]",Ended,Netflix,"Based upon the characters created by Neil Gaiman, Sam Kieth and Mike Dringenberg for DC Entertainment's Vertigo imprint, Lucifer is the story of the original fallen angel. Bored and unhappy as the Lord of Hell, Lucifer Morningstar has abandoned his throne and retired to L.A., wh…"
Boston Blue,2025-10-17,2025-10-24,8.1,"[""Drama"", ""Crime""]",Running,CBS,"In Boston Blue, NYPD Detective Danny Reagan takes a position with Boston PD. Once in Boston, he is paired with Detective Lena Peters, the eldest daughter of a prominent law enforcement family."
The Walking Dead: Dead City,2023-06-15,2025-06-22,7.1,"[""Drama"", ""Action"", ""Horror""]",Running; returning 2026,AMC+,"envisions the popular Maggie and Negan characters travelling into a post-apocalyptic Manhattan long ago cut off from the mainland. The crumbling city is filled with the dead and denizens who have made New York City their own world full of anarchy, danger, beauty, and terror."
Paradise,2025-01-26,2025-03-04,7.4,"[""Drama"", ""Thriller""]",Running; returning 2026,Hulu,is set in a serene community inhabited by some of the world's most prominent individuals. But this tranquillity explodes when a shocking murder occurs and a high-stakes investigation unfolds.
Ahsoka,2023-08-22,2023-10-03,7.5,"[""Action"", ""Adventure"", ""Science-Fiction""]",Running,Disney+,"Set after the fall of the Empire, Ahsoka follows the former Jedi knight Ahsoka Tano as she investigates an emerging threat to a vulnerable galaxy."
Breaking Bad,2008-01-20,2013-09-29,9.2,"[""Drama"", ""Crime"", ""Thriller""]",Ended,AMC,"follows protagonist Walter White, a chemistry teacher who lives in New Mexico with his wife and teenage son who has cerebral palsy. White is diagnosed with Stage III cancer and given a prognosis of two years left to live. With a new sense of fearlessness based on his medical pro…"
9-1-1: Nashville,2025-10-09,2025-10-23,7,"[""Drama"", ""Action"", ""Crime""]",Running,ABC,"is a high-octane procedural about heroic first responders, as well as their family saga of power and glamour set in one of America's most diverse and dynamic cities."
The Gentlemen,2024-03-07,2024-03-07,7.7,"[""Comedy"", ""Action"", ""Crime""]",Running; returning 2025,Netflix,"When aristocratic Eddie inherits the family estate, he discovers that it's home to an enormous weed empire — and its proprietors aren't going anywhere."
Yellowjackets,2021-11-14,2025-04-11,7,"[""Drama"", ""Horror"", ""Supernatural""]",Running,Paramount+,"follows a girls' high school soccer team. In 1975, the Dearborn High Yellowjackets became the first team in state history to qualify for the Girls' U.S. Soccer Championship Series in Manchester, NH. They never got the chance to compete. Equal parts survival epic, horror story an…"
Upload,2020-05-01,2025-08-25,7.7,"[""Comedy"", ""Science-Fiction"", ""Mystery""]",Ended,Prime Video,"is a sci-fi sitcom that takes place in the near future, where people who are near death can be ""uploaded"" into a virtual afterlife of their choice. In 2033, secretly romantic Brooklyn-born Nora works customer service for a luxurious virtual reality environment. When handsome L.A…"
The Handmaid's Tale,2017-04-26,2025-05-27,7.5,"[""Drama"", ""Science-Fiction""]",Ended,Hulu,"is the story of life in the dystopia of Gilead, a totalitarian society in what was formerly the United States. Facing environmental disasters and a plunging birthrate, Gilead is ruled by a twisted fundamentalism in its militarized ‘return to traditional values'. As one of the fe…"
Black Doves,2024-12-05,2024-12-05,6.9,"[""Drama"", ""Thriller"", ""Espionage""]",Running,Netflix,"Helen Webb, politician's wife, doting mother, and professional spy, has been passing on her husband's secrets to the Black Doves, the shadowy organization for whom she works. But when her lover Jason is assassinated, Helen's life is turned upside down, and only her old friend Sa…"
Twisted Metal,2023-07-27,2025-08-28,6.9,"[""Action"", ""Fantasy"", ""Science-Fiction""]",To Be Determined,Peacock,"is about a motor-mouthed outsider offered a chance at a better life, but only if he can successfully deliver a mysterious package across a post-apocalyptic wasteland. With the help of a trigger-happy car thief, he faces savage marauders driving vehicles of destruction and other…"
Hell's Kitchen,2005-05-30,2025-10-23,6.8,"[""Food""]",Running,FOX,"In Hell's Kitchen, aspiring chefs are put through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize."
The Voice,2016-02-29,2025-10-27,5.9,"[""Music""]",Running,NBC,"is a singing competition where famous musicians serve as coaches to mentor aspiring artists through a series of blind auditions, battles, and live performances, with the ultimate goal of finding and crowning America's best new vocal talent."
One-Punch Man,2015-10-06,2025-10-26,8.3,"[""Comedy"", ""Action"", ""Anime""]",Running,TV Tokyo,"is a super hero who has trained so hard that his hair has fallen out, and who can overcome any enemy with one punch. However, because he is so strong, he has become bored and frustrated with winning all his battles so easily."
The Hunting Party,2025-01-19,2025-04-07,6.6,"[""Drama"", ""Crime"", ""Thriller""]",Running; returning 2026,NBC,"When a secret prison suffers a mysterious explosion that allows the nation's most violent serial killers to escape, a former profiler is thrust back into a thrilling game of cat and mouse. Alongside a team of soldiers, spies and special agents, she has no choice but to track dow…"
FBI: International,2021-09-21,2025-05-20,7.1,"[""Drama"", ""Crime""]",Ended,CBS,"follows the elite operatives of the Federal Bureau of Investigation's International Fly Team. Headquartered in Budapest, they travel the world with the mission of tracking and neutralizing threats against American citizens wherever they may be. Not allowed to carry guns, the Fly…"
Miss Scarlet,2020-03-31,2024-12-08,7.1,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning December 2025,PBS Passport,"When Eliza's father dies, he leaves her penniless in a time where marriage is the only option for financial security. But the headstrong Eliza has an ace up her bonnet - her father's business, a detective agency. But it's Victorian London and, to operate in this man's world, she…"
Futurama,1999-03-28,2025-09-15,8.6,"[""Comedy"", ""Adventure"", ""Science-Fiction""]",Running; returning 2026,Hulu,"follows pizza guy Philip J. Fry, who reawakens in 31st century New New York after a cryonics lab accident. Now part of the Planet Express delivery crew, Fry travels to the farthest reaches of the universe with his robot buddy Bender and cyclopsian love interest Leela, discoverin…"
Will Trent,2023-01-03,2025-05-13,7.8,"[""Drama"", ""Crime""]",Running; returning 2026,ABC,"In Will Trent Special Agent Will Trent of the Georgia Bureau of Investigations was abandoned at birth and endured a harsh coming-of-age in Atlanta's overwhelmed foster care system. But now, determined to use his unique point of view to make sure no one is abandoned like he was,…"
The Bear,2022-06-23,2025-06-25,7.2,"[""Drama"", ""Comedy"", ""Food""]",Running,Hulu,"Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family."
Doctor Who,2024-05-10,2025-05-31,6.6,"[""Drama"", ""Adventure"", ""Science-Fiction""]",To Be Determined,BBC iPlayer,"The Doctor and friends travel from the dawn of human history to distant alien worlds. And everywhere they go, they find adventure, terror, fun, chases, joy and monsters."
Strike,2017-08-27,2024-12-16,8,"[""Drama"", ""Crime"", ""Mystery""]",Running; returning 2026,BBC iPlayer,"is a drama series based on the novels by Robert Galbraith. Cormoran Strike, an injured war veteran turned PI, and secretary Robin Ellacott seek the truth surrounding a mysterious death."
Agatha All Along,2024-09-18,2024-10-30,6.3,"[""Comedy"", ""Action"", ""Science-Fiction""]",To Be Determined,Disney+,"In Agatha All Along, the infamous Agatha Harkness finds herself down and out of power after a suspicious goth Teen helps break her free from a distorted spell. Her interest is piqued when he begs her to take him on the legendary Witches' Road, a magical gauntlet of trials that,…"
Percy Jackson and the Olympians,2023-12-19,2024-01-30,6.6,"[""Adventure"", ""Fantasy"", ""Supernatural""]",Running; returning December 2025,Disney+,12-year-old modern demigod Percy Jackson has just come to terms with his newfound supernatural powers when the sky god Zeus accuses him of stealing his master lightning bolt. Now Percy must trek across America to find it and restore order to Olympus.
The Gilded Age,2022-01-24,2025-08-10,7.6,"[""Drama"", ""History""]",Running; returning 2026,HBO,"The American Gilded Age was a period of immense economic change, of huge fortunes made and lost, and the rise of disparity between old money and new. Against this backdrop of change, the story begins in 1882 — introducing young Marian Brook, the orphaned daughter of a Union gene…"
Cobra Kai,2018-05-02,2025-02-13,7.2,"[""Drama"", ""Comedy"", ""Action""]",Ended,Netflix,"Thirty years after the events of the 1984 All Valley Karate Tournament, Johnny Lawrence's life has taken a rocky turn as he tries to forget a past that constantly haunts him. He seeks redemption by reopening the infamous Cobra Kai karate dojo. But the LaRusso-Lawrence rivalry of…"
Rick and Morty,2013-12-02,2025-07-27,8.8,"[""Comedy"", ""Adventure"", ""Science-Fiction""]",Running; returning 2026,Adult Swim,"Rick is a mentally gifted, but sociopathic and alcoholic scientist and a grandfather to Morty; an awkward, impressionable, and somewhat spineless teenage boy. Rick moves into the family home of Morty, where he immediately becomes a bad influence."
Doctor Who,2005-03-26,2021-12-05,8.3,"[""Drama"", ""Adventure"", ""Science-Fiction""]",Ended,BBC One,Adventures across time and space with the time travelling alien and companions.
Dept. Q,2025-05-29,2025-05-29,8.1,"[""Drama"", ""Crime"", ""Thriller""]",Running,Netflix,"DCI Carl Morck is a brilliant cop but a terrible colleague. His razor-sharp sarcasm has made him no friends in Edinburgh police. After a shooting that leaves a young PC dead, and his partner paralysed, he finds himself exiled to the basement and the sole member of Department Q;…"
Bridgerton,2020-12-25,2024-06-13,7.3,"[""Drama"", ""Romance""]",Running; returning January 2026,Netflix,"Based on Julia Quinn's best-selling series of novels, Bridgerton is set in the sexy, lavish and competitive world of Regency London high society. From the glittering ballrooms of Mayfair to the aristocratic palaces of Park Lane and beyond, the series unveils a seductive, sumptuo…"
All Creatures Great and Small,2020-09-01,2025-10-23,8.2,"[""Drama""]",Running,5,chronicles the adventures of a young country veterinarian.
Good Omens,2019-05-31,2023-07-28,7.8,"[""Comedy"", ""Action"", ""Fantasy""]",Running; returning 2026,Prime Video,"According to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world's only completely accurate book of prophecies), the world will end on a Saturday. Next Saturday, in fact. Just before dinner. So the armies of Good and Evil are amassing, Atlantis is rising, tempers…"
Revival,2025-06-12,2025-08-14,6.3,"[""Crime"", ""Science-Fiction"", ""Mystery""]",To Be Determined,Syfy,"is set on one miraculous day in rural Wisconsin when the recently deceased suddenly rise from their graves. But this is no zombie story as the ""revived"" appear and act just like they once were. When local Officer and single mother Dana Cypress is unexpectedly thrown into the cen…"
The Wheel of Time,2021-11-19,2025-04-17,7.2,"[""Drama"", ""Adventure"", ""Fantasy""]",Ended,Prime Video,"is set in a sprawling, epic world where magic exists, but only women can use it safely. Meaning that in this series — women hold the keys to power. The story follows Moiraine, a member of the shadowy and influential all-female organization called the ‘Aes Sedai' as she embarks o…"
Grimm,2011-10-28,2017-03-31,8.4,"[""Drama"", ""Crime"", ""Supernatural""]",Ended,NBC,"is a drama series inspired by the classic Grimm Brothers' Fairy Tales. After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms"", he increasingly finds his responsibilities as a detective at odds with his…"
Based on a True Story,2023-06-08,2024-11-21,6.9,"[""Comedy"", ""Crime"", ""Thriller""]",Ended,Peacock,"is about a realtor, a plumber and a former tennis star whose lives unexpectedly collide, exposing America's obsession with true crime and murder."
Poker Face,2023-01-26,2025-07-10,7.1,"[""Drama"", ""Crime"", ""Mystery""]",To Be Determined,Peacock,"is a ""mystery-of-the-week"" series following Natasha Lyonne's Charlie Cale, who has an extraordinary ability to determine when someone is lying. She hits the road with her Plymouth Barracuda and with every stop encounters a new cast of characters and strange crimes she can't help…"
1883,2021-12-19,2022-02-27,8.8,"[""Drama"", ""Adventure"", ""Western""]",Ended,Paramount+,"follows the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. It is a stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America's promised land - M…"
Ironheart,2025-06-24,2025-07-01,5.4,"[""Action"", ""Science-Fiction""]",To Be Determined,Disney+,"Set after the events of ""Black Panther: Wakanda Forever,"" Ironheart pits technology against magic when Riri Williams - a young, genius inventor determined to make her mark on the world - returns to her hometown of Chicago. Her unique take on building iron suits is brilliant, but…"
The Recruit,2022-12-16,2025-01-30,7.7,"[""Action"", ""Thriller"", ""Espionage""]",Ended,Netflix,"follows Owen Hendricks, a fledgling lawyer at the CIA who becomes enmeshed in dangerous international power politics when a former asset threatens to expose the agency."
The Ark,2023-02-01,2024-10-02,6.1,"[""Drama"", ""Science-Fiction""]",Running; returning 2026,Syfy,takes place 100 years in the future when planetary colonization missions have begun as a necessity to help secure the survival of the human race. The first of these missions on a spacecraft known as Ark One encounters a catastrophic event causing massive destruction and loss of…
Bad Monkey,2024-08-14,2024-10-09,7.5,"[""Drama"", ""Comedy"", ""Crime""]",Running; returning 2026,Apple TV,"tells the story of Andrew Yancy, a one-time detective demoted to restaurant inspector in Southern Florida. A severed arm found by a tourist out fishing pulls Yancy into the world of greed and corruption that decimates the land and environment in both Florida and the Bahamas. And…"
Deadliest Catch,2005-04-12,2025-10-24,7.4,"[""Action"", ""Adventure"", ""Nature""]",Running,Discovery,"It's the deadliest job on earth: crab fishing off the Alaskan coast on the icy Bering Sea. These adventurers will battle Arctic weather, brutal waves, and a ticking clock for big money in this modern-day gold rush from which they may never return."
The Flash,2014-10-07,2023-05-24,7.5,"[""Drama"", ""Action"", ""Science-Fiction""]",Ended,The CW,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initia…"
It's Always Sunny in Philadelphia,2005-08-04,2025-08-20,8.1,"[""Comedy""]",Running,FXX,"is an American comedy series about four friends in their late 20s with clear sociopathic tendencies who run an unsuccessful Irish bar, ""Paddy's Pub,"" in South Philadelphia. The series deals with a variety of controversial topics, including abortion, gun control, physical disabil…"
Chief of War,2025-08-01,2025-09-19,6.8,"[""Drama"", ""History""]",To Be Determined,Apple TV,follows the epic and unprecedented telling of the unification and colonization of Hawaii from an indigenous point of view.
Elementary,2012-09-27,2019-08-15,8.3,"[""Drama"", ""Crime"", ""Mystery""]",Ended,CBS,"is a modern-day take on the classic Sherlock Holmes story about a crime-solving duo that cracks the NYPD's most impossible cases. Following his fall from grace in London and a stint in rehab, eccentric Sherlock escapes to Manhattan where his wealthy father forces him to live wit…"
Untamed,2025-07-17,2025-07-17,7.1,"[""Crime"", ""Thriller"", ""Mystery""]",Running; returning 2026,Netflix,"follows Kyle Turner, a special agent for the National Parks Service who works to enforce human law in nature's vast wilderness. The investigation of a brutal death sends Turner on a collision course with the dark secrets within the park, and in his own past."
Leverage: Redemption,2021-07-09,2025-06-05,7.2,"[""Action"", ""Adventure"", ""Crime""]",To Be Determined,Prime Video,"The Hitter, the Hacker, the Grifter and the Thief are together again, this time with help from a new tech genius and corporate fixer, to take on a new kind of villain. From the man who created an opioid crisis from the comfort of his boardroom to the shadowy security firm that h…"
Outlander: Blood of My Blood,2025-08-08,2025-10-10,7.3,"[""Drama"", ""Adventure"", ""Romance""]",Running; returning 2026,STARZ,"explores the lives and relationship of Claire's parents, Julia Moriston and Henry Beauchamp, and Jamie's parents, Ellen MacKenzie and Brian Fraser. The series centers on these two parallel love stories set in two different time periods, with Jamie's parents in the early 18th-cen…"
Star Wars: Visions,2021-09-22,2023-05-04,7.5,"[""Action"", ""Anime"", ""Science-Fiction""]",Running; returning October 2025,Disney+,", an Original Series of animated short films, celebrates the Star Wars galaxy through the lens of the world's best Japanese anime creators."
Halo,2022-03-24,2024-03-21,7.9,"[""Action"", ""Science-Fiction""]",Ended,Paramount+,"With the galaxy on the brink of destruction, Master Chief John-117 leads his team of Spartans against the alien threat known as the Covenant."
Euphoria,2019-06-16,2022-02-27,7,"[""Drama"", ""Crime"", ""Thriller""]",Running; returning 2026,HBO,"follows a group of high school students as they navigate love and friendships in a world of drugs, sex, trauma, and social media."
Star Trek: Discovery,2017-09-24,2024-05-30,7.3,"[""Drama"", ""Adventure"", ""Science-Fiction""]",Ended,Paramount+,"Star Trek, one of the most iconic and influential global television franchises, returns 50 years after it first premiered, with Star Trek: Discovery. The series will feature a new ship, new characters and new missions, while embracing the same ideology and hope for the future th…"
The White Lotus,2021-07-11,2025-04-06,6.9,"[""Drama"", ""Comedy""]",Running; returning 2026,HBO,"A social satire set at an exclusive tropical resort, The White Lotus follows the exploits of various guests and employees over the span of a week."
Evil,2019-09-26,2024-08-22,7.3,"[""Drama"", ""Thriller"", ""Supernatural""]",Ended,Paramount+,is a psychological mystery that examines the origins of evil along the dividing line between science and religion. The series focuses on a skeptical female psychologist who joins a priest-in-training and a carpenter as they investigate the Church's backlog of unexplained mysteri…
The X-Files,1993-09-10,2018-03-21,8.6,"[""Drama"", ""Crime"", ""Science-Fiction""]",Ended,FOX,"Two FBI agents, Fox Mulder (a believer) and Dana Scully (a skeptic), investigate unexplained cases where the paranormal might be involved while hidden forces work to impede their efforts."
Sherlock & Daughter,2025-04-16,2025-06-11,6.6,"[""Drama"", ""Thriller"", ""Mystery""]",To Be Determined,The CW,"The mystery thriller Sherlock &amp; Daughter puts Sherlock Holmes out of his comfort zone, mysteriously unable to investigate a sinister case without risking the lives of his closest friends. Enter: young American Amelia. After her mother's mysterious murder, she learns her miss…"
Star Wars: Skeleton Crew,2024-12-02,2025-01-14,6.9,"[""Action"", ""Adventure"", ""Science-Fiction""]",To Be Determined,Disney+,"The journey of four kids who make a mysterious discovery on their seemingly safe home planet, then get lost in a strange and dangerous galaxy. Finding their way home — and meeting unlikely allies and enemies — will be a greater adventure than they ever imagined."
Alice in Borderland,2020-12-10,2025-09-25,7.8,"[""Science-Fiction"", ""Thriller"", ""Mystery""]",Ended,Netflix,Every episode lists different main cast in the opening sequence (beside the two main which are there throughout the entire series).
Loot,2022-06-24,2025-10-22,6.3,"[""Comedy""]",Running,Apple TV,"In Loot, billionaire Molly Novak has a dream life, complete with private jets, a sprawling mansion and a gigayacht — anything her heart desires. But when her husband of 20 years betrays her, she spirals publicly, becoming fuel for tabloid fodder. She's reaching rock bottom when…"
